address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" 39 Lime Street, Darling Harbour, Sydney",135.0,"['Asian', 'Malaysian', 'Seafood']",-33.867806,https://www.zomato.com/sydney/the-malaya-darling-harbour,151.20172,02 9279 1170,4.1,Very Good,Darling Harbour,The Malaya,['Casual Dining'],660.0,False,#db4a02,11.80894309,#6f706b
" 417 Crown Street, Surry Hills, Sydney",75.0,"['Australian', 'Asian', 'Vegan']",-33.8863559,https://www.zomato.com/sydney/yullis-surry-hills,151.2135589,02 9319 6609,4.4,Very Good,Surry Hills,Yulli's,"['Casual Dining', 'Bar']",860.0,False,#b53b02,7.174796748,#4186f4
" 25 Bligh Street, CBD, Sydney",130.0,"['Steak', 'Modern Australian']",-33.8652983,https://www.zomato.com/sydney/chophouse-cbd,151.2098724,(02) 9231 5516,4.6,Excellent,CBD,Chophouse,['Casual Dining'],855.0,False,#9c3203,11.42276423,#4186f4
" 359 Crown Street, 	Surry Hills",110.0,"['Cafe', 'Modern Australian']",-33.8841267,https://www.zomato.com/sydney/bills-surry-hills,151.213978,02 9360 4762,3.9,Good,Surry Hills,Bills,['Café'],1089.0,False,#e75b0b,9.87804878,#4186f4
" 119 Liverpool Street, CBD, Sydney",40.0,"['Japanese', 'Sushi']",-33.8766173,https://www.zomato.com/sydney/makoto-cbd,151.2076773,02 9283 6767,4.2,Very Good,"World Square Shopping Centre, CBD",Makoto,['Casual Dining'],917.0,False,#ce4401,4.471544715,#6f706b
" Level 1 477 Pitt St, Haymarket, 	Chinatown",90.0,"['Chinese', 'Fusion', 'Yum Cha', 'Seafood', 'Cantonese', 'Shanghai', 'Tea']",-33.8801079,https://www.zomato.com/sydney/zilver-chinatown,151.2062485,02 9211 2232,3.8,Good,Chinatown,Zilver,['Casual Dining'],435.0,True,#ed6310,8.333333333,#f45042
" 1 Hosking Place, CBD, Sydney",80.0,['Japanese BBQ'],-33.8670127,https://www.zomato.com/sydney/suminoya-japanese-cbd,151.2093426,02 9231 2177,4.2,Very Good,CBD,Suminoya Japanese,['Casual Dining'],549.0,False,#ce4401,7.56097561,#6f706b
" 255 King Street, Newtown, Sydney",40.0,['Italian'],-33.8958118,https://www.zomato.com/sydney/the-italian-bowl-newtown,151.1807056,"02 9516 0857, 02 8018 8199",4.1,Very Good,Newtown,The Italian Bowl,['Casual Dining'],732.0,False,#db4a02,4.471544715,#6f706b
" Shop 100-102, Level 2, The Strand Arcade, 412-414 George Street, CBD, Sydney",250.0,['Italian'],-33.8694348,https://www.zomato.com/sydney/the-restaurant-pendolino-cbd,151.2076775,02 9231 6117,4.4,Very Good,"The Strand Arcade, CBD",The Restaurant Pendolino,['Fine Dining'],1214.0,False,#b53b02,20.69105691,#6f706b
" 73 Macleay Street, Potts Point, Sydney",120.0,"['Japanese', 'Asian', 'Fusion']",-33.8694481,https://www.zomato.com/sydney/cho-cho-san-potts-point,151.2252512,02 9331 6601,4.1,Very Good,Potts Point,Cho Cho San,"['Casual Dining', 'Wine Bar']",518.0,False,#db4a02,10.6504065,#6f706b
" 80 Pyrmont Street, 	Pyrmont, Pyrmont, Sydney",370.0,"['Modern Australian', 'Caribbean']",-33.8679708,https://www.zomato.com/sydney/momofuku-seiōbo-pyrmont,151.1952102,02 9657 9169,3.9,Good,"The Star, Pyrmont",Momofuku Seiōbo,['Fine Dining'],631.0,False,#e75b0b,29.95934959,#4186f4
" 1A Brown Street, Newtown, Sydney",40.0,"['Bakery', 'Coffee and Tea']",-33.8920133,https://www.zomato.com/sydney/the-pie-tin-newtown,151.1800336,02 9519 7880,4.4,Very Good,Newtown,The Pie Tin,"['Bakery', 'Pub']",953.0,False,#b53b02,4.471544715,#6f706b
" Food Court, The Galeries, 500 George Street, CBD, Sydney",30.0,"['Japanese', 'Ramen']",-33.8725518,https://www.zomato.com/sydney/ichi-ban-boshi-cbd,151.2076174,02 9262 7677,3.9,Good,"The Galeries, CBD",Ichi-ban Boshi,['Food Court'],692.0,False,#e75b0b,3.699186992,#6f706b
" 393-399 Sussex Street, 	Chinatown",140.0,"['Chinese', 'Seafood', 'Hot Pot']",-33.8780049,https://www.zomato.com/sydney/golden-century-seafood-chinatown,151.2044892,02 9212 3901,3.8,Good,Chinatown,Golden Century Seafood,['Casual Dining'],776.0,False,#ed6310,12.19512195,#f45042
" 16 Glebe Point Road, Glebe, Sydney",45.0,['Cafe'],-33.8841669,https://www.zomato.com/sydney/clipper-café-glebe,151.1921642,0411 800 063,4.1,Very Good,Glebe,Clipper Café,['Café'],819.0,False,#db4a02,4.857723577,#6f706b
" Shop 20, World Square Shopping Centre, 644 George Street, CBD, Sydney",60.0,['Japanese'],-33.8771813,https://www.zomato.com/sydney/miso-japanese-restaurant-cbd,151.2068788,02 9283 9686,4.3,Very Good,"World Square Shopping Centre, CBD",Miso Japanese Restaurant,['Casual Dining'],519.0,False,#c14002,6.016260163,#6f706b
" 155 Oxford Street, Darlinghurst, Sydney",35.0,"['Sandwich', 'Fast Food', 'Salad']",-33.8799887,https://www.zomato.com/sydney/mr-crackles-darlinghurst,151.2161388,02 8068 2832,4.3,Very Good,Darlinghurst,Mr Crackles,['Fast Food'],607.0,False,#c14002,4.085365854,#6f706b
" Level 1, Establishment, 252 George Street, CBD, Sydney",320.0,"['Modern Australian', 'European']",-33.8641176,https://www.zomato.com/sydney/est-cbd,151.2077065,02 9114 7312,4.7,Excellent,"Establishment, CBD",Est.,['Fine Dining'],863.0,False,#932f03,26.09756098,#4186f4
" 33 Enmore Road, Enmore, Sydney",100.0,['American'],-33.898201,https://www.zomato.com/sydney/hartsyard-enmore,151.1768099,02 8068 1473,4.4,Very Good,Enmore,Hartsyard,['Casual Dining'],950.0,False,#b53b02,9.105691057,#6f706b
" 96 Kepos Street, Redfern, Sydney",55.0,['Middle Eastern'],-33.8967707,https://www.zomato.com/sydney/kepos-street-kitchen-redfern,151.2126689,02 9319 3919,4.5,Excellent,Redfern,Kepos Street Kitchen,"['Casual Dining', 'Bar']",747.0,False,#a83703,5.630081301,#dee82c
" 58-64 Reservoir Street, 	Surry Hills, Surry Hills, Sydney",60.0,['Cafe'],-33.881139,https://www.zomato.com/sydney/single-o-surry-hills,151.209654,02 9211 0665,4.3,Very Good,Surry Hills,Single O,['Café'],641.0,False,#c14002,6.016260163,#6f706b
" 61 Albion Street, 	Surry Hills",55.0,['Cafe'],-33.8829561,https://www.zomato.com/sydney/reuben-hills-surry-hills,151.2109602,02 9211 5556,4.1,Very Good,Surry Hills,Reuben Hills,['Café'],1742.0,False,#db4a02,5.630081301,#6f706b
" Shop 12, SkyView Shopping Plaza, 537-551 George Street, CBD, Sydney",30.0,"['Japanese', 'Salad', 'Poké']",-33.8757332,https://www.zomato.com/sydney/oiden-bowl-restaurant-cbd,151.2060253,02 9267 1368,4.2,Very Good,"SkyView Shopping Plaza, CBD",Oiden Bowl Restaurant,['Casual Dining'],479.0,False,#ce4401,3.699186992,#6f706b
" 98 Clarence Street, CBD, Sydney",80.0,['French'],-33.8679105,https://www.zomato.com/sydney/bistro-papillon-cbd,151.2053721,02 9262 2402,4.7,Excellent,CBD,Bistro Papillon,['Casual Dining'],596.0,False,#932f03,7.56097561,#6f706b
" Corner of Playfair and Argyle Street, The Rocks, Sydney",100.0,"['German', 'Salad']",-33.8591171,https://www.zomato.com/sydney/munich-brauhaus-the-rocks,151.2080977,02 9247 7785,3.9,Good,The Rocks,Munich Brauhaus,"['Casual Dining', 'Bar']",1270.0,False,#e75b0b,9.105691057,#6f706b
" 16 Foster Street, 	Surry Hills",105.0,['Mediterranean'],-33.8799057,https://www.zomato.com/sydney/nomad-surry-hills,151.2103612,02 9280 3395,4.4,Very Good,Surry Hills,Nomad,"['Casual Dining', 'Wine Bar']",641.0,False,#b53b02,9.491869919,#6f706b
" 85 Commonwealth Street, 	Surry Hills",100.0,"['Thai', 'Fusion']",-33.8792762,https://www.zomato.com/sydney/longrain-restaurant-surry-hills,151.2108583,02 9280 2888,4.3,Very Good,Surry Hills,Longrain Restaurant,['Casual Dining'],1499.0,False,#c14002,9.105691057,#6f706b
" 193 Missenden Road, Newtown, Sydney",20.0,['Cafe'],-33.8930472,https://www.zomato.com/sydney/campos-coffee-newtown,151.1831339,02 9516 3361,4.6,Excellent,Newtown,Campos Coffee,['Café'],1198.0,False,#9c3203,2.926829268,#6f706b
" 64 Foveaux Street, Excelsior Hotel, Surry Hills, Sydney",75.0,['Mexican'],-33.8844587,https://www.zomato.com/sydney/el-loco-surry-hills,151.211202,02 9114 7339,4.0,Very Good,Surry Hills,El loco,['Bar'],1365.0,False,#e15307,7.174796748,#6f706b
" 141 - 143 Macpherson Street, Bronte, Sydney",80.0,"['Cafe', 'Modern Australian']",-33.906441,https://www.zomato.com/sydney/three-blue-ducks-bronte,151.2637579,(02) 9389 0010,3.9,Good,Bronte,Three Blue Ducks,"['Café', 'Casual Dining']",566.0,False,#e75b0b,7.56097561,#4186f4
" 12-16 Challis Avenue, Potts Point, Sydney",70.0,['Italian'],-33.8688039,https://www.zomato.com/sydney/fratelli-paradiso-potts-point,151.2252013,02 9357 1744,4.3,Very Good,Potts Point,Fratelli Paradiso,['Casual Dining'],748.0,False,#c14002,6.788617886,#6f706b
" Upper Ground Floor, 73 York Street, 	CBD",100.0,"['Asian', 'Japanese', 'Modern Australian', 'Cafe']",-33.868433,https://www.zomato.com/sydney/one-tea-lounge-and-grill-cbd,151.205694,02 9279 3311,3.8,Good,CBD,One Tea Lounge and Grill,['Casual Dining'],304.0,False,#ed6310,9.105691057,#4186f4
" 338 Pitt Street, CBD, Sydney",80.0,"['Italian', 'Pizza']",-33.8764102,https://www.zomato.com/sydney/macchiato-cbd,151.2081496,02 9262 9525,3.2,Average,CBD,Macchiato,['Casual Dining'],458.0,False,#fd9a4e,7.56097561,#6f706b
" 604 Crown Street, 	Surry Hills",20.0,"['Cafe', 'Desserts']",-33.8899975,https://www.zomato.com/sydney/kürtosh-surry-hills,151.2133811,02 9319 7701,4.1,Very Good,Surry Hills,Kürtosh,"['Dessert Parlour', 'Café']",366.0,False,#db4a02,2.926829268,#6f706b
" 46-52 Meagher Street, Chippendale, Sydney",150.0,['Modern Australian'],-33.8874458,https://www.zomato.com/sydney/ester-chippendale,151.2008615,02 8068 8279,4.2,Very Good,Chippendale,Ester,"['Casual Dining', 'Wine Bar']",322.0,False,#ce4401,12.96747967,#4186f4
" Level 1, 196 King Street, Newtown, Sydney",75.0,"['Dumplings', 'Chinese', 'Asian', 'Tea']",-33.894751,https://www.zomato.com/sydney/luyu-and-yum-yum-newtown,151.182525,02 8015 2634,3.8,Good,Newtown,Luyu and Yum Yum,['Casual Dining'],253.0,False,#ed6310,7.174796748,#f45042
" Shop 6, Level 1, World Square Shopping Centre, 644 George Street, CBD, Sydney",45.0,"['Burger', 'American']",-33.8771813,https://www.zomato.com/sydney/burger-project-cbd,151.2068788,02 9259 5600,3.5,Good,"World Square Shopping Centre, CBD",Burger Project,['Casual Dining'],787.0,False,#f87f2c,4.857723577,#6f706b
" Level 1, The Galeries, 500 George Street, CBD, Sydney",70.0,"['Asian', 'Chinese', 'Dumplings']",-33.8725518,https://www.zomato.com/sydney/lotus-restaurant-the-galeries-1-cbd,151.2076174,(02) 9267 3699,3.8,Good,"The Galeries, CBD",Lotus Restaurant @ The Galeries,['Casual Dining'],185.0,False,#ed6310,6.788617886,#f45042
" Shop 2-3, 100 John Street, Cabramatta, Sydney",35.0,"['Asian', 'Vietnamese']",-33.8950471,https://www.zomato.com/sydney/tan-viet-noodle-house-cabramatta,150.9341352,02 9727 6853,4.4,Very Good,Cabramatta,Tan Viet Noodle House,['Casual Dining'],536.0,False,#b53b02,4.085365854,#6f706b
" Shop 15, 417 Bourke Street, Surry Hills, Sydney",50.0,"['Burger', 'Modern Australian', 'Cafe']",-33.8823325,https://www.zomato.com/sydney/bare-grill-surry-hills,151.2161088,02 8964 4214,4.7,Excellent,Surry Hills,Bare Grill,"['Café', 'Casual Dining']",131.0,False,#932f03,5.243902439,#4186f4
" 4 Pitt Street, Redfern, Sydney",35.0,"['Cafe', 'Japanese', 'Asian']",-33.8900823,https://www.zomato.com/sydney/cafe-oratnek-redfern,151.2044202,02 8394 9550,4.1,Very Good,Redfern,Cafe Oratnek,['Café'],222.0,False,#db4a02,4.085365854,#6f706b
" Shop 2, 42 Walker Street, Rhodes, Sydney",60.0,"['Cafe', 'Modern Australian']",-33.8282339,https://www.zomato.com/sydney/auvers-cafe-rhodes,151.0868453,02 8040 2403,4.0,Very Good,Rhodes,Auvers Cafe,['Café'],88.0,False,#e15307,6.016260163,#4186f4
" 1 Notts Avenue, Bondi Beach, Sydney",110.0,"['Italian', 'Seafood']",-33.8953276,https://www.zomato.com/sydney/icebergs-dining-room-and-bar-bondi-beach,151.2742858,(02) 9365 9000,3.7,Good,"Icebergs, Bondi Beach",Icebergs Dining Room and Bar,['Fine Dining'],655.0,False,#f26d17,9.87804878,#6f706b
" Lower Mezzanine Level, Cook and Phillip Park Leisure Complex, 2-4 College Street, CBD, Sydney",70.0,"['Asian', 'Yum Cha', 'Chinese', 'Vegan']",-33.873323,https://www.zomato.com/sydney/bodhi-restaurant-bar-cbd,151.213162,02 9360 2523,4.0,Very Good,CBD,Bodhi Restaurant & Bar,"['Casual Dining', 'Bar']",462.0,False,#e15307,6.788617886,#f45042
" 56 Campbell Parade, Bondi Beach, Sydney",70.0,"['Mediterranean', 'Cafe']",-33.8929994,https://www.zomato.com/sydney/trio-bondi-beach,151.2729802,(02) 9365 6044,4.7,Excellent,Bondi Beach,Trio,['Café'],1027.0,False,#932f03,6.788617886,#6f706b
" Corner of Park Avenue and Burwood Road, Burwood, Sydney",50.0,['Cafe'],-33.8742473,https://www.zomato.com/sydney/the-picnic-burwood-burwood,151.1043346,02 9745 1034,3.8,Good,Burwood,The Picnic Burwood,['Café'],220.0,False,#ed6310,5.243902439,#6f706b
" 2 Saunders Close, Macquarie Park, Sydney",40.0,"['Cafe', 'Asian', 'Modern Australian']",-33.7789322,https://www.zomato.com/sydney/kin-by-us-macquarie-park,151.1158704,(02) 8068 8690,4.2,Very Good,Macquarie Park,KIN by us.,['Café'],371.0,False,#ce4401,4.471544715,#4186f4
" 21 Fountain Street, Erskineville, Sydney",60.0,"['Cafe', 'Coffee and Tea']",-33.9020361,https://www.zomato.com/sydney/bread-circus-erskineville,151.1957301,0418 214 425,4.0,Very Good,Erskineville,Bread & Circus,['Café'],622.0,False,#e15307,6.016260163,#6f706b
" Lower Deck, Jones Bay Wharf, 21 Pirrama Road, 	Pyrmont",200.0,"['Seafood', 'Modern Australian']",-33.8631871,https://www.zomato.com/sydney/flying-fish-restaurant-bar-pyrmont,151.1952316,02 9518 6677,4.1,Very Good,Pyrmont,Flying Fish Restaurant & Bar,['Fine Dining'],646.0,False,#db4a02,16.82926829,#4186f4
" 1/2 Hobrook Avenue, Commuters Wharf, Kirribilli, Sydney",50.0,['Cafe'],-33.849389,https://www.zomato.com/sydney/celsius-coffee-co-1-kirribilli,151.22029,02 9922 2245,4.0,Very Good,Kirribilli,Celsius Coffee Co,['Café'],260.0,False,#e15307,5.243902439,#6f706b
" 416 King Street, Enmore, Sydney",100.0,['Modern Australian'],-33.900062,https://www.zomato.com/sydney/bloodwood-enmore,151.1783353,02 9557 7699,4.4,Very Good,Enmore,Bloodwood,"['Casual Dining', 'Wine Bar']",864.0,False,#b53b02,9.105691057,#4186f4
" 35 Oxford Street, Darlinghurst, Sydney",120.0,['French'],-33.8821193,https://www.zomato.com/sydney/claires-kitchen-at-le-salon-darlinghurst,151.2199466,02 9283 1891,4.4,Very Good,Darlinghurst,Claire's Kitchen at Le Salon,['Casual Dining'],441.0,False,#b53b02,10.6504065,#6f706b
" 251 Crown Street, Darlinghurst, Sydney",45.0,"['Cafe', 'French', 'Modern Australian']",-33.8797598,https://www.zomato.com/sydney/chez-sun-darlinghurst,151.214828,02 9331 2332,4.2,Very Good,Darlinghurst,Chez Sun,['Café'],88.0,False,#ce4401,4.857723577,#4186f4
" 485 Crown Street, 	Surry Hills, Surry Hills, Sydney",55.0,"['Modern Australian', 'Cafe']",-33.8881246,https://www.zomato.com/sydney/four-ate-five-surry-hills,151.2132603,02 9698 6485,4.1,Very Good,Surry Hills,Four ate Five,['Café'],695.0,False,#db4a02,5.630081301,#4186f4
" 33A The Boulevarde, Strathfield, Sydney",90.0,"['Korean BBQ', 'Hot Pot']",-33.8734724,https://www.zomato.com/sydney/won-jo-strathfield,151.0938268,(02) 9746 7041,3.7,Good,Strathfield,Won Jo,['Casual Dining'],251.0,False,#f26d17,8.333333333,#6f706b
" 11 Bridge Street, CBD, Sydney",90.0,['Italian'],-33.8638433,https://www.zomato.com/sydney/fratelli-fresh-cbd,151.2080785,02 8298 2700,3.8,Good,CBD,Fratelli Fresh,"['Casual Dining', 'Wine Bar']",559.0,False,#ed6310,8.333333333,#6f706b
" Shop 68, Level 2, Macquarie Shopping Centre, Corner Of Herring & Waterloo Road, Macquarie Park, Sydney",50.0,['Cafe'],-33.7767518,https://www.zomato.com/sydney/the-vogue-cafe-macquarie-park,151.1205153,02 9887 2570,3.7,Good,"Macquarie Centre, Macquarie Park",The Vogue Cafe,['Café'],295.0,False,#f26d17,5.243902439,#6f706b
" 77-79 Corner King And York Street, CBD, Sydney CBD",60.0,"['Italian', 'Pizza']",-33.868797,https://www.zomato.com/sydney/vapiano-cbd,151.2059212,02 8318 0351,3.3,Average,CBD,Vapiano,['Casual Dining'],389.0,False,#fd9243,6.016260163,#6f706b
" 65 Ocean Street, Woollahra, Sydney",110.0,['Modern Australian'],-33.8860231,https://www.zomato.com/sydney/chiswick-woollahra,151.2397959,(02) 8388 8688,4.1,Very Good,Woollahra,Chiswick,['Casual Dining'],625.0,False,#db4a02,9.87804878,#4186f4
" 184 King Street, Newtown, Sydney",40.0,"['Asian', 'Taiwanese']",-33.89453,https://www.zomato.com/sydney/belly-bao-newtown,151.1827357,Not available for this place,4.2,Very Good,Newtown,Belly Bao,"['Casual Dining', 'Bar']",283.0,False,#ce4401,4.471544715,#6f706b
" 90 Wentworth Avenue, 	Surry Hills, Surry Hills, Sydney",60.0,['Thai'],-33.8797228,https://www.zomato.com/sydney/spice-i-am-surry-hills,151.2095652,(02) 9280 0928,4.2,Very Good,Surry Hills,Spice I Am,"['Casual Dining', 'Bar']",1000.0,False,#ce4401,6.016260163,#6f706b
" 27 Greenfield Parade, Bankstown, Sydney",50.0,"['Vietnamese', 'Pho']",-33.9191866,https://www.zomato.com/sydney/an-restaurant-1-bankstown,151.0327328,02 9796 7826,4.1,Very Good,Bankstown,An Restaurant,['Casual Dining'],719.0,False,#db4a02,5.243902439,#6f706b
" 314 Illawarra Road, Marrickville, Sydney",55.0,"['Cafe', 'Coffee and Tea']",-33.9124496,https://www.zomato.com/sydney/cornersmith-marrickville,151.1541741,"02 8065 0844, 02 8964 7463",4.2,Very Good,Marrickville,Cornersmith,"['Café', 'Casual Dining']",678.0,False,#ce4401,5.630081301,#6f706b
" Level 2, Hilton Sydney Hotel, 488 George Street, CBD, Sydney",150.0,"['Modern Australian', 'French', 'Tapas']",-33.8718413,https://www.zomato.com/sydney/glass-brasserie-restaurant-wine-bar-cbd,151.2078864,02 9265 6068,4.4,Very Good,"Hilton Sydney, CBD",Glass Brasserie Restaurant & Wine bar,['Fine Dining'],772.0,False,#b53b02,12.96747967,#4186f4
" 123 Ferry Road, Glebe, Sydney",200.0,"['Seafood', 'Modern Australian']",-33.873845,https://www.zomato.com/sydney/the-boathouse-on-blackwattle-bay-glebe,151.1878312,02 9518 9011,4.3,Very Good,Glebe,The Boathouse on Blackwattle Bay,['Fine Dining'],582.0,False,#c14002,16.82926829,#4186f4
" 126 Liverpool Street, CBD, Sydney",50.0,"['Japanese', 'Ramen']",-33.8765376,https://www.zomato.com/sydney/yasaka-ramen-cbd,151.2082421,02 8318 0405,3.9,Good,CBD,Yasaka Ramen,['Casual Dining'],346.0,False,#e75b0b,5.243902439,#6f706b
" 238 Castlereagh Street, CBD, Sydney",120.0,"['Cafe', 'Greek']",-33.8753048,https://www.zomato.com/sydney/alpha-restaurant-cbd,151.2091523,02 9098 1111,4.0,Very Good,CBD,Alpha Restaurant,"['Casual Dining', 'Bar']",421.0,False,#e15307,10.6504065,#6f706b
" Shop 3, 76 Ultimo Road, Chinatown, Sydney",60.0,['Japanese'],-33.8801035,https://www.zomato.com/sydney/kura-3-chinatown,151.2044105,02 9212 5661,4.2,Very Good,Chinatown,Kura,['Casual Dining'],553.0,False,#ce4401,6.016260163,#6f706b
" 29 Lime Street, Darling Harbour, Sydney",110.0,"['Japanese', 'Seafood', 'Sushi', 'Poké']",-33.8674199,https://www.zomato.com/sydney/kobe-jones-darling-harbour,151.2016682,02 9299 5290,3.2,Average,Darling Harbour,Kobe Jones,['Casual Dining'],532.0,True,#fd9a4e,9.87804878,#6f706b
" 65 Ryedale Road, West Ryde, Sydney",30.0,['Cafe'],-33.806572,https://www.zomato.com/sydney/element-6-west-ryde,151.0913432,(02) 8021 2838,4.4,Very Good,West Ryde,Element 6,['Café'],519.0,False,#b53b02,3.699186992,#6f706b
" 109 George Street, Parramatta, Sydney",40.0,"['Japanese', 'Sushi']",-33.8156169,https://www.zomato.com/sydney/kanzo-parramatta,151.0102149,(02) 9635 8411,4.2,Very Good,Parramatta,Kanzo,['Casual Dining'],335.0,False,#ce4401,4.471544715,#6f706b
" 80 Campbell Street, 	Surry Hills",100.0,['Japanese'],-33.8800003,https://www.zomato.com/sydney/bar-h-dining-surry-hills,151.2098913,02 9280 1980,4.3,Very Good,Surry Hills,Bar H Dining,"['Casual Dining', 'Bar']",450.0,False,#c14002,9.105691057,#6f706b
" Basement, 614 George Street, CBD, Sydney",60.0,"['Japanese BBQ', 'Hot Pot']",-33.8757593,https://www.zomato.com/sydney/mizuya-japanese-restaurant-and-karaoke-cbd,151.2067759,02 9266 0866,3.8,Good,CBD,Mizuya Japanese Restaurant and Karaoke,['Casual Dining'],580.0,False,#ed6310,6.016260163,#6f706b
" Shop 7-10, Regent Place Arcade, 501 George Street, CBD, Sydney",55.0,"['Japanese', 'Hot Pot']",-33.8747251,https://www.zomato.com/sydney/yebisu-izakaya-cbd,151.2064149,02 9266 0301,3.5,Good,"Regent Place Arcade, CBD",Yebisu Izakaya,['Casual Dining'],323.0,False,#f87f2c,5.630081301,#6f706b
" 421-429 Sussex Street, 	Chinatown",110.0,"['Yum Cha', 'Seafood']",-33.8790291,https://www.zomato.com/sydney/east-ocean-restaurant-chinatown,151.2047427,02 9212 4198,3.8,Good,Chinatown,East Ocean Restaurant,['Casual Dining'],499.0,False,#ed6310,9.87804878,#f45042
" 30 Llewellyn Street, Marrickville, Sydney",50.0,"['Healthy Food', 'Burger', 'Juices', 'Beverages', 'Modern Australian', 'Bakery', 'Coffee and Tea', 'Vegetarian']",-33.9047438,https://www.zomato.com/sydney/west-juliett-marrickville,151.1720756,02 9519 0101,4.3,Very Good,Marrickville,West Juliett,['Café'],428.0,False,#c14002,5.243902439,#4186f4
" 28 Macleay Street, Elizabeth Bay, Potts Point, Sydney",100.0,['Chinese'],-33.8698362,https://www.zomato.com/sydney/billy-kwong-potts-point,151.225516,02 9332 3300,4.0,Very Good,Potts Point,Billy Kwong,['Casual Dining'],664.0,False,#e15307,9.105691057,#f45042
